Symbol,sex,statistic_diet,p.adj_diet
Colgalt1,M,2.175362483,0.055
Coq7,M,1.903444603,0.095
Cox15,M,-1.881607708,0.096
Creb3l4,M,1.904078676,0.086
Crtc3,M,2.137865649,0.064
Cstpp1,M,1.95132812,0.08
Ctf2,M,-2.035519101,0.07
Ctrl,M,2.11880847,0.068
Cyb5a,M,-1.853250996,0.097
Cyba,M,2.334717374,0.054
Dbt,M,-2.036222926,0.088
Dcp1a,M,-1.954201231,0.088
Dctn5,M,2.170725695,0.056
Dera,M,2.302290486,0.05
Dgki,M,1.916886487,0.084
Dhx30,M,-1.836303884,0.096
Dhx37,M,2.052745065,0.076
Diablo,M,-1.83176018,0.097
Dipk1b,M,2.086694719,0.086
Dlx2,M,2.000026913,0.085
Dnah10,M,2.075977983,0.07
Dnajc17,M,1.921246897,0.088
Dnajc4,M,2.391389947,0.053
Dnm1,M,1.952809828,0.079
Dpysl2,M,-1.896602096,0.097
Drd1,M,-2.105420195,0.072
Dst,M,1.856225867,0.095
Dtd2,M,1.911198766,0.09
Dynlrb2,M,1.99027965,0.075
Dysf,M,2.211727329,0.052
Dytn,M,-2.145307415,0.06
Ece2,M,2.138444884,0.073
Egfem1,M,-2.242935854,0.063
En1,M,1.945512464,0.089
Ephx1,M,2.029327424,0.07
Ephx3,M,-2.300616675,0.05
Ephx4,M,-1.955136449,0.088
Eps15l1,M,2.105600906,0.062
Erg28,M,-2.029085206,0.076
Ermap,M,1.967160844,0.078
Esam,M,-1.974547866,0.079
Esco2,M,-1.984707872,0.095
Exosc1,M,2.140953778,0.067
Fam43a,M,2.009438141,0.073
Fam47e,M,-2.042872811,0.071
Fancf,M,-1.919840391,0.086
Fancg,M,1.938716963,0.093
Fbrsl1,M,2.045434545,0.09
Fcgrt,M,1.976269452,0.095
Fdft1,M,-1.881124257,0.093
Fgfr3,M,2.021679959,0.078
Fgl2,M,-1.947418327,0.097
Fhip1a,M,-1.892133896,0.088
Fibin,M,-2.022592163,0.077
Fkbp7,M,-2.089692967,0.063
Flvcr2,M,2.214628941,0.06
Foxa2,M,1.898777043,0.09
Foxred1,M,1.893415382,0.095
Frmpd3,M,2.141368162,0.07
Frrs1,M,-2.002357877,0.08
Fry,M,1.999488889,0.074
Fth1,M,2.26926754,0.065
Fxyd7,M,2.214679052,0.074
Fzd2,M,2.238397124,0.067
G6pc3,M,2.293048406,0.052
Gaa,M,2.01485447,0.089
Gab3,M,-1.851839987,0.097
Gadd45g,M,2.05050996,0.078
Gapdhs,M,2.01729476,0.088
Garem2,M,1.918232429,0.091
Garnl3,M,2.024568667,0.081
Gas2l3,M,-2.142270395,0.074
Gbp2,M,-1.824222748,0.098
Gen1,M,-2.060506406,0.067
Gfpt2,M,-1.915470184,0.092
Glis2,M,2.160117697,0.076
Glyctk,M,-1.87751882,0.092
Gm10288,M,-2.173686865,0.081
Gm1141,M,-1.909870743,0.087
Gm14403,M,-2.028736633,0.071
Gm14411,M,-2.204759389,0.055
Gm14496,M,1.907611015,0.086
Gm14735,M,-1.879186846,0.095
Gm19001,M,1.853986686,0.094
Gm20458,M,-1.856478597,0.094
Gm28551,M,-1.914001068,0.092
Gm4247,M,-1.884163589,0.09
Gm42857,M,-1.900339341,0.087
Gm4294,M,-2.218551444,0.077
Gm42957,M,-1.931501726,0.096
Gm45871,M,-2.303032076,0.055
Gm46223,M,2.276017385,0.05
Gm47056,M,-1.997561954,0.082
Gm47611,M,-2.064440024,0.08
Gm48082,M,-1.938370001,0.083
Gm49027,M,2.243055233,0.074
Gm49327,M,2.098702406,0.07
Gm49405,M,-2.056936588,0.089
Gm49601,M,2.230350332,0.051
Gm50464,M,-2.215794278,0.056
Gm5093,M,-1.921374327,0.086
Gm5831,M,-2.189221996,0.063
Gm5844,M,-2.04791549,0.074
Gm6988,M,-2.000436091,0.08
Gm7599,M,-2.066724479,0.088
Gmfg,M,2.094019291,0.063
Gmpr2,M,-1.966330857,0.086
Gnas,M,2.41460462,0.052
Gper1,M,-1.992987813,0.088
Gpr160,M,-2.151681864,0.077
Gpr173,M,1.990446375,0.075
Gpr25,M,2.098179946,0.078
Gpr45,M,2.052300499,0.07
Grhl2,M,-2.24644919,0.055
H2-K2,M,-1.994904271,0.081
H2ax,M,2.15586503,0.076
H2bc27,M,1.873783302,0.092
H4c16,M,1.976544065,0.077
Havcr2,M,2.266526671,0.052
Hbq1a,M,1.965419263,0.082
Hey2,M,-2.156064321,0.058
Hipk4,M,2.201151439,0.072
Hmgxb3,M,2.056582607,0.069
Hnrnpa0,M,2.143469274,0.07
Hoatz,M,-2.029058542,0.079
Hoxc4,M,-2.214793554,0.053
Hrct1,M,-1.957592113,0.082
Hspg2,M,1.929863583,0.083
Idi1,M,-1.965392255,0.089
Ifi204,M,-2.320593435,0.058
Igtp,M,-2.05995094,0.066
Il17ra,M,-2.144181493,0.058
Imp4,M,-2.078601297,0.064
Ints13,M,-2.077056105,0.083
Ip6k2,M,2.046161634,0.077
Irf9,M,-1.856133856,0.093
Ism2,M,-2.205840278,0.06
Itfg2,M,2.215276787,0.074
Itgb1bp2,M,2.004983942,0.097
Jakmip1,M,1.865028454,0.097
Kcnc4,M,1.895047978,0.094
Kcnh6,M,2.36702174,0.06
Kcnj2,M,-1.920821796,0.085
Kcp,M,2.200921607,0.075
Kif2c,M,-2.09313568,0.065
Klhdc9,M,1.932730393,0.089
Klhl34,M,2.124674449,0.068
Klhl41,M,1.963056206,0.078
Krcc1,M,-1.838032767,0.096
Krt4,M,2.222735073,0.052
Krt80,M,2.428442558,0.051
L3hypdh,M,-1.82966046,0.099
Layn,M,-1.861595744,0.099
Lcor,M,2.454052432,0.05
Lenep,M,2.040686207,0.096
Leng8,M,2.159685263,0.075
Lfng,M,2.296955374,0.062
Lnx1,M,1.864712694,0.096
Lrig1,M,2.072628284,0.066
Lrsam1,M,1.903700069,0.089
Ltk,M,2.189637566,0.058
Lvrn,M,-1.90370358,0.093
Maea,M,1.986812498,0.094
Mag,M,1.911998807,0.095
Maob,M,-1.931357526,0.084
Map3k7cl,M,-1.88436565,0.089
Mbp,M,2.110059839,0.065
Mcee,M,1.846414427,0.096
Med8,M,-1.850685614,0.094
Med9,M,1.874253631,0.095
Meox1,M,-2.123186029,0.064
Mief1,M,-2.167781051,0.055
Mkks,M,-2.227568115,0.065
Mmp14,M,1.901082035,0.09
Moap1,M,1.962383611,0.081
Mocos,M,-1.984264577,0.077
Mocs3,M,2.232312332,0.057
Mpeg1,M,-1.850714386,0.097
Mpi,M,1.851018658,0.095
Mroh5,M,-2.005355012,0.079
Mrps34,M,2.054929455,0.079
Msh5,M,1.913015648,0.089
Mtmr14,M,2.282648979,0.054
Myh8,M,2.208995316,0.067
Myo18b,M,2.175011477,0.057
Myo1e,M,-2.088790357,0.065
Myof,M,1.895704293,0.092
Myom1,M,2.20641696,0.056
Myom2,M,-2.132827039,0.063
Naa80,M,2.088480833,0.081
Napa,M,2.018930265,0.072
Ncf2,M,-2.149081954,0.057
Ncor2,M,1.967060761,0.08
Ndc80,M,-2.387155051,0.051
Ndp,M,-2.022371955,0.085
Nectin1,M,2.362803562,0.05
Neil1,M,1.997474104,0.085
Nes,M,-2.240956441,0.051
Neurl2,M,2.130616511,0.074
Nipa2,M,-2.054539141,0.081
Nomo1,M,2.073163956,0.076
Npff,M,2.301895438,0.051
Npnt,M,-1.910441923,0.088
Nppa,M,2.035700111,0.071
Nradd,M,2.23005835,0.054
Nsun4,M,-1.977942555,0.089
Nt5dc1,M,-2.167797577,0.055
Nt5dc2,M,2.090237834,0.084
Ntn1,M,2.306099759,0.053
Nudt6,M,2.027579628,0.071
Nup62,M,2.208632905,0.057
Nutf2,M,2.141984788,0.065
Nxf1,M,-2.028052114,0.072
Nxph3,M,2.153972288,0.075
Oaf,M,2.230320824,0.061
Ogg1,M,2.151505863,0.069
Olig1,M,2.109481096,0.079
Olig2,M,1.85317702,0.098
Oma1,M,-1.915241595,0.089
Or4d5,M,1.873487594,0.099
Or4f15,M,1.920150896,0.091
Or5o1,M,2.209243228,0.067
Or6c1,M,1.981712021,0.085
Or6c213,M,-2.090850484,0.063
Or7a36,M,2.29963,0.052
Osmr,M,-1.960502736,0.094
Osr1,M,-1.853427318,0.096
P2rx7,M,-2.005167347,0.079
Pabpc1l2b,M,1.957157707,0.082
Pacrg,M,2.065352433,0.068
Pacsin2,M,-2.034316066,0.072
Palld,M,-2.262598784,0.053
Pank4,M,2.020112114,0.071
Patz1,M,2.138528089,0.06
Pcdha10,M,2.009760941,0.095
Pcdha3,M,2.111158746,0.082
Pcdhb10,M,2.140240828,0.061
Pcdhb13,M,-2.057595787,0.073
Pcdhb17,M,-1.843640977,0.098
Pcif1,M,2.279389071,0.058
Pcnx3,M,2.175075568,0.072
Pdgfrl,M,-2.245245615,0.056
Pdlim4,M,2.059319087,0.074
Pemt,M,1.914769824,0.091
Pex11b,M,1.968064913,0.078
Pex5,M,1.992882152,0.095
Pgbd5,M,2.091779427,0.077
Phka2,M,2.299945915,0.053
Pigz,M,1.854471652,0.097
Pim3,M,2.485437627,0.05
Pinx1,M,-2.07007954,0.07
Pitpnm3,M,1.949432017,0.096
Pkib,M,-1.934227952,0.094
Pld2,M,2.035015754,0.076
Plekhn1,M,1.94788379,0.086
Plpp2,M,1.87332913,0.092
Pnma5,M,2.041102324,0.072
Pnoc,M,2.214465685,0.07
Pnpo,M,2.049255303,0.073
Podxl,M,-2.040627807,0.069
Polr1h,M,-1.892381983,0.099
Pomt2,M,1.876892855,0.093
Ppard,M,1.971881657,0.096
Ppp1r3g,M,1.986834392,0.083
Ppt2,M,2.138599666,0.077
Prl8a1,M,-1.85554263,0.096
Prrc2c,M,2.170996322,0.056
Psen2,M,2.039079515,0.087
Ptafr,M,-2.018716691,0.074
Pth1r,M,1.920400618,0.089
Ptpn22,M,-2.144313852,0.06
Ptprh,M,1.937637386,0.088
Ptpru,M,2.177343829,0.069
Rab27a,M,-2.12193681,0.07
Rab39,M,-2.201228311,0.055
Rac2,M,1.991862482,0.076
Rad51,M,-2.062079112,0.068
Ramacl,M,-2.030497855,0.075
Rarres1,M,-2.191231531,0.067
Rbm15b,M,2.037342721,0.095
Rexo5,M,-1.844565861,0.096
Rhog,M,2.00176522,0.074
Rilpl2,M,-2.087459552,0.07
Rmi2,M,-2.271179918,0.056
Rnf123,M,2.031159075,0.086
Rnf208,M,2.393008326,0.054
Rnf26,M,1.893055517,0.092
Rps12-ps3,M,2.015472128,0.083
Sall3,M,1.833855468,0.097
Samd12,M,-2.042656834,0.071
Sbf1,M,2.109224917,0.086
Sbk3,M,2.072217747,0.069
Scamp2,M,2.105565946,0.065
Scn5a,M,1.886836883,0.099
Sde2,M,-2.060612684,0.077
Sdhc,M,1.826534984,0.098
Sec22b,M,-2.268693035,0.064
Sec61a1,M,-2.234269141,0.052
Selenov,M,2.105104616,0.067
Sema3f,M,2.056279966,0.074
Sema4b,M,1.943615186,0.081
Sema4d,M,1.921812854,0.09
Serpinb1b,M,-2.134085374,0.077
Serping1,M,-2.080118993,0.07
Sfi1,M,1.909389609,0.089
Sgcg,M,2.132142843,0.068
Shc2,M,2.258470858,0.07
Shc3,M,2.014011536,0.075
Shcbp1l,M,2.082891523,0.069
Shd,M,1.93225303,0.099
Siglec1,M,-1.943196892,0.086
Siglece,M,-2.109761181,0.068
Ska2,M,-2.218881257,0.059
Skp2,M,-2.245054043,0.068
Slc13a3,M,-1.982704241,0.078
Slc16a8,M,2.091423927,0.072
Slc20a1,M,-2.062948249,0.08
Slc22a13b,M,1.857772657,0.093
Slc31a2,M,1.937326235,0.084
Slc35f6,M,1.829911053,0.097
Slc37a1,M,2.185170991,0.075
Slc45a2,M,2.122690504,0.06
Slc7a5,M,2.269227493,0.051
Slc8a3,M,2.026251893,0.076
Smim33,M,1.987562363,0.075
Smim40,M,2.233314564,0.072
Smim43,M,1.887451559,0.091
Smyd4,M,2.064782701,0.09
Sned1,M,-2.331656384,0.06
Spg11,M,2.180814225,0.054
Spo11,M,-2.16018567,0.059
Sptbn5,M,1.852381946,0.099
Sptssb,M,-2.205000264,0.058
Srebf1,M,2.290696501,0.06
Srpx2,M,2.325315889,0.05
Srrm2,M,1.902122194,0.087
Sstr4,M,2.17801688,0.055
St14,M,-1.847561182,0.095
Stim2,M,-1.947898925,0.099
Stoml1,M,1.981130726,0.082
Swsap1,M,2.022744226,0.073
Syt13,M,1.866623719,0.098
Tal2,M,-1.853776415,0.097
Tap1,M,-1.876435427,0.092
Tbc1d2b,M,2.05505235,0.075
Tcea3,M,-2.25998805,0.066
Tcp11l1,M,2.08217591,0.064
Tead3,M,2.330510382,0.056
Tenm4,M,2.242471087,0.062
Tgds,M,-1.837014207,0.096
Tlcd2,M,1.982248801,0.077
Tmbim6,M,2.209438741,0.052
Tmc6,M,1.854336681,0.094
Tmem150c,M,2.176179952,0.062
Tmem234,M,-2.091641394,0.063
Tmem241,M,-1.868169726,0.091
Tmem30c,M,-1.996951649,0.084
Tmem35a,M,-1.999185971,0.082
Tmem43,M,1.889442727,0.088
Tmem69,M,2.348634669,0.062
Tnfrsf12a,M,2.05583387,0.067
Tnfrsf1b,M,-2.157189494,0.059
Tnrc6c,M,2.209573786,0.057
Tor4a,M,-2.131110011,0.064
Tpcn1,M,1.957973222,0.079
Tpd52l2,M,-2.043554557,0.078
Tpst1,M,-1.943269719,0.093
Tpst2,M,1.930553676,0.092
Traf3ip2,M,2.10740402,0.061
Trappc5,M,2.218296589,0.052
Trarg1,M,-1.886106172,0.094
Trbc2,M,-2.331785496,0.055
Trim29,M,1.902841738,0.087
Trim36,M,-2.205407248,0.053
Trim59,M,-2.042320346,0.08
Trmt44,M,-1.952996385,0.083
Trpc6,M,-2.374597128,0.06
Trpv1,M,2.236587648,0.058
Tsks,M,-2.164269945,0.065
Tspan15,M,-2.08426812,0.064
Ttc12,M,-1.936547718,0.091
Ttc23,M,1.985337746,0.086
Ttf1,M,-1.895607491,0.087
Tti2,M,-2.231984173,0.064
Ttll8,M,1.892607877,0.088
Txnl4a,M,-2.0089695,0.09
Tymp,M,1.840818344,0.097
Umps,M,-1.898235139,0.09
Uqcrc1,M,1.953890655,0.083
Usp21,M,2.052145648,0.083
Usp50,M,-1.983526064,0.077
Vamp1,M,2.089841535,0.072
Vash1,M,2.086552301,0.076
Vdr,M,2.148775166,0.062
Vit,M,2.176850826,0.068
Vmn2r113,M,2.163607973,0.065
Vsig10l,M,2.06111693,0.066
Wdr20rt,M,-2.103739123,0.074
Wdr53,M,2.097024798,0.082
Wdr55,M,1.925636991,0.084
Wdr91,M,1.927453766,0.083
Wif1,M,-1.877679462,0.093
Wnt7b,M,2.036050247,0.07
Zbed4,M,-2.115684832,0.064
Zbtb44,M,-2.036399386,0.085
Zfhx2,M,1.935640463,0.091
Zfp131,M,-2.073434007,0.085
Zfp384,M,1.995865135,0.087
Zfp449,M,-1.865717184,0.093
Zfp51,M,-2.460353031,0.053
Zfp560,M,-1.877096832,0.093
Zfp658,M,-2.281186445,0.058
Zfp72,M,-2.134659222,0.075
Zfp78,M,-2.213057938,0.059
Zfp809,M,-2.247402624,0.051
Zfp879,M,-1.899714421,0.087
Zfp994,M,-2.088033644,0.084
Zkscan3,M,-1.991859878,0.08
Zmym1,M,-2.125188331,0.078
Znrf1,M,2.144652153,0.058
Zscan29,M,-2.119573897,0.067
Zzef1,M,1.905225594,0.086
1110002E22Rik,M,-3.116166128,0.011
3300002I08Rik,M,-4.066409545,0.003
4930523C07Rik,M,-2.713400153,0.034
A530064D06Rik,M,-3.3665423,0.008
AI429214,M,-2.290653446,0.045
Abca13,M,3.825937786,0.009
Abcc1,M,2.566347571,0.03
Abhd5,M,-2.294005059,0.048
Acaa1b,M,-3.044453177,0.013
Acan,M,2.941431812,0.015
Ada,M,5.74770216,0.00021
Adamtsl5,M,-4.411024887,0.001
Adgrd1,M,3.835215766,0.005
Agt,M,2.839411741,0.028
Ak8,M,3.289252146,0.009
Alad,M,2.532427432,0.034
Aldh3b2,M,2.920940464,0.021
Aldh8a1,M,-2.674708729,0.025
Als2cl,M,2.35271925,0.041
Angel1,M,3.553325451,0.008
Angptl4,M,2.624267668,0.037
Ankrd33b,M,-3.466229422,0.01
Apod,M,2.431411763,0.037
Apol7e,M,2.33555839,0.043
Arhgap39,M,2.51777917,0.047
Arhgef5,M,-3.693989739,0.004
Arl11,M,-2.528031442,0.034
Asic2,M,2.592796925,0.042
B3gnt9,M,2.723890977,0.023
Bola1,M,3.662959559,0.004
Bpifb1,M,-2.48665925,0.039
Btc,M,-3.768890494,0.005
Btk,M,-4.26025061,0.002
Btnl4,M,2.747062561,0.021
Btnl9,M,3.477188837,0.014
C8g,M,3.427721412,0.006
Camk2g,M,2.306411036,0.046
Car15,M,-2.557172157,0.035
Carlr,M,-3.463271641,0.006
Casz1,M,2.292387501,0.045
Cbs,M,2.644959195,0.026
Ccl17,M,-2.341664237,0.045
Ccm2l,M,3.420838123,0.009
Ccnd2,M,-2.464769639,0.034
Cd27,M,2.430827139,0.037
Cdc42ep2,M,-2.328095838,0.042
Cdc42se1,M,-3.108593936,0.012
Cdca3,M,-2.339051441,0.047
Cdh23,M,2.789476152,0.03
Cebpd,M,4.734550119,0.000833
Cep164,M,2.557926087,0.032
Cfap126,M,2.374190934,0.039
Cfap210,M,2.88580464,0.016
Cfap46,M,3.890473714,0.005
Chd7,M,2.651764861,0.035
Chst12,M,2.476651791,0.048
Chst7,M,2.83095961,0.018
Clcn6,M,4.261977651,0.002
Col26a1,M,2.565202056,0.036
Col6a6,M,3.182267719,0.011
Col8a2,M,4.330787683,0.002
Copz2,M,-2.322282847,0.045
Cpa4,M,2.621043794,0.028
Cradd,M,2.32864014,0.042
Crh,M,2.341703124,0.041
Cspg4b,M,2.381331874,0.039
Csrp2,M,2.299921528,0.046
Cstad,M,2.645826137,0.031
Cstb,M,2.322936553,0.046
Ctsh,M,-2.518181224,0.032
Ctxn3,M,-2.564285525,0.034
Cyp4f13,M,2.644075961,0.035
D130040H23Rik,M,-4.1260736,0.004
Ddit4,M,2.891195137,0.022
Ddx4,M,2.274962083,0.046
Ddx42,M,-2.569446035,0.036
Depp1,M,2.412952242,0.037
Dlg5,M,3.217205796,0.009
Dlk1,M,2.773017814,0.02
Dmrta2,M,4.475215717,0.003
Dmtf1l,M,-2.83128253,0.02
Dnaja4,M,-2.565104744,0.039
Dnajb12,M,2.453199182,0.035
Dsc2,M,-2.290304505,0.045
Dtl,M,-2.446136637,0.034
Dtnb,M,2.716737526,0.022
Dtx3l,M,-2.344615876,0.041
Dtymk,M,-3.166391776,0.022
Dusp15,M,2.899025728,0.016
Dync1h1,M,3.16246555,0.014
Efhd1,M,3.470850352,0.006
Egfl6,M,-3.279222786,0.01
Eif3f,M,2.586460429,0.047
Eif4b,M,2.737348421,0.021
Eloa,M,-2.505859501,0.045
Eno2,M,2.800353079,0.02
Epsti1,M,3.045988226,0.014
Epx,M,-2.669736928,0.028
Ets1,M,-2.333122563,0.047
F2rl1,M,-2.510020684,0.031
Fam241a,M,-2.388740129,0.048
Fam53c,M,-3.033671481,0.013
Fanca,M,-2.403221669,0.039
Fat1,M,2.444000088,0.035
Fat4,M,2.752122149,0.022
Fbxo32,M,-2.25749034,0.048
Fdps,M,-2.687795222,0.032
Fdxacb1,M,-2.503213603,0.043
Fen1,M,-2.911617966,0.016
Fgd1,M,2.91251022,0.017
Fkbp11,M,-2.510791134,0.033
Flcn,M,2.568727373,0.029
Flnb,M,2.742233038,0.026
Frg2f1,M,2.319139743,0.043
G6pdx,M,2.376388349,0.042
Gba,M,-2.410542176,0.038
Gdf9,M,-3.303895185,0.008
Gimap5,M,2.447167126,0.042
Gipc2,M,-3.004698589,0.015
Gls2,M,2.716241762,0.024
Gm11400,M,2.595714632,0.04
Gm12106,M,-2.948133974,0.022
Gm13416,M,-2.556634332,0.039
Gm14740,M,-3.006647848,0.013
Gm16044,M,-2.437033882,0.035
Gm17906,M,-2.393621726,0.038
Gm17907,M,-2.516888307,0.031
Gm17922,M,-2.423714674,0.047
Gm2004,M,-2.529280838,0.03
Gm20517,M,-3.44573688,0.007
Gm32742,M,2.438061437,0.042
Gm4459,M,2.28786868,0.047
Gm4491,M,-2.613298194,0.026
Gm45038,M,-2.620726722,0.026
Gm45713,M,-3.031103512,0.029
Gm4767,M,-3.018576156,0.015
Gm47924,M,3.805918294,0.006
Gm47932,M,-2.94272158,0.019
Gm48976,M,3.267036524,0.009
Gm49273,M,-2.565133857,0.028
Gm49328,M,-2.448349591,0.034
Gm5380,M,2.59374962,0.032
Gm6092,M,-2.333544047,0.042
Golgb1,M,2.631471577,0.025
Gpat3,M,-3.875230176,0.008
Gpd1,M,2.37970467,0.04
Gpnmb,M,-2.540534741,0.031
Gpr179,M,3.884901377,0.003
Gpr27,M,4.246674849,0.004
Grhpr,M,2.987818489,0.015
Gys1,M,3.101762501,0.021
Gzmk,M,-2.535653038,0.033
H1f4,M,-2.875310875,0.02
H2-DMb1,M,-2.5641116,0.028
H2-T10,M,-2.376555826,0.039
H2bc6,M,-2.622862401,0.028
H3c14,M,-3.159328038,0.012
Hcar1,M,-4.865280157,0.000947
Hectd3,M,2.394852361,0.038
Hectd4,M,2.704962991,0.024
Hepacam,M,2.606595303,0.04
Hipk2,M,2.836984846,0.018
Hmbox1,M,2.548120591,0.031
Hsd3b2,M,-2.320026158,0.043
Hsh2d,M,-2.524445547,0.034
Hsph1,M,-2.52595577,0.04
Htt,M,2.481956778,0.033
Hyls1,M,-4.701960295,0.000953
Id3,M,-3.791764893,0.005
Ifi208,M,2.724136788,0.024
Ift43,M,3.289414722,0.01
Il2ra,M,-3.004254335,0.013
Inava,M,4.111451289,0.002
Inka2,M,-3.007412536,0.013
Ism1,M,2.589861324,0.035
Itga2,M,-2.408499429,0.041
Itga8,M,-3.088822341,0.014
Itgb6,M,-2.436834011,0.039
Itpr2,M,2.634539324,0.028
Jhy,M,2.394279607,0.039
Kank3,M,2.394598588,0.045
Kank4,M,2.608594785,0.035
Kcnq1,M,3.841165059,0.003
Kctd20,M,-2.376147664,0.042
Kif23,M,-2.411036751,0.044
Kif4,M,-2.259642829,0.048
Klhdc7a,M,2.355526976,0.041
Klhl35,M,3.644210839,0.006
Krba1,M,2.719225763,0.027
Krt26,M,2.856902943,0.018
Las1l,M,2.703281249,0.03
Lax1,M,2.892324263,0.017
Lbhd1,M,-2.235650517,0.049
Lig1,M,2.495255256,0.045
Lmbr1l,M,-2.426459991,0.038
Lmx1b,M,2.469232218,0.034
Lrrc43,M,2.401495461,0.038
Ltc4s,M,2.575415035,0.034
Mafb,M,-2.72167187,0.028
Magee1,M,2.551776538,0.029
Mall,M,3.844251514,0.003
Map3k4,M,2.400322558,0.043
Mapre3,M,2.819781244,0.019
Matn1,M,2.834629131,0.018
Mbtps1,M,2.53681383,0.031
Mdfi,M,2.308075856,0.046
Mknk1,M,3.26149393,0.01
Mnd1,M,-2.345409898,0.042
Mndal,M,-2.61140006,0.035
Mpzl2,M,-2.66259419,0.024
Mrpl9,M,2.496064018,0.033
Mrps28,M,2.392652112,0.046
Mrps31,M,-2.891898444,0.017
Msrb1,M,2.744699455,0.021
Mta1,M,2.456626741,0.042
Mylip,M,-2.344716593,0.041
Myo3b,M,2.333801065,0.042
Nav1,M,2.853289375,0.017
Neurod2,M,2.579933628,0.028
Neurog2,M,3.269907685,0.012
Nfix,M,2.913878535,0.017
Nfkbia,M,2.474036329,0.034
Nipal4,M,-4.030992202,0.003
Nlrp3,M,2.593637566,0.031
Nod1,M,3.997675768,0.003
Nrl,M,-2.785389339,0.019
Nsun5,M,-2.414118163,0.037
Ntng2,M,2.757136172,0.028
Nup85,M,-5.124292793,0.000568
Nxph2,M,-2.70019575,0.026
Oas1c,M,2.866240013,0.027
Or10ag59,M,2.328700996,0.042
Or12e8,M,-2.548419136,0.047
Or4c115,M,-2.87677558,0.023
Or4f59,M,-4.078768697,0.005
Or52w1,M,2.316335037,0.043
Or5bb12,M,-2.635112659,0.025
Or5d43,M,-2.920001589,0.016
Or5p78,M,2.30054298,0.044
Osbpl5,M,3.9824464,0.004
Osgin1,M,2.752195995,0.036
Otp,M,2.58299786,0.035
Pabir1,M,2.539911921,0.03
Pced1b,M,2.558890524,0.031
Pex11g,M,-2.434300359,0.04
Pex26,M,2.464291567,0.045
Piezo2,M,2.264809777,0.048
Pik3cd,M,-2.261969628,0.048
Pla2g3,M,2.494442606,0.036
Plau,M,-2.582624712,0.029
Podnl1,M,2.842625456,0.025
Pola2,M,2.57351812,0.03
Polr2h,M,2.405349693,0.037
Pon3,M,-2.680265112,0.025
Ppargc1b,M,2.293233914,0.046
Prdm12,M,2.504557129,0.034
Prima1,M,2.98428295,0.015
Prpf38a,M,-2.705241735,0.034
Prr15l,M,2.332528499,0.047
Ptgfr,M,-4.158029927,0.003
Ptprt,M,2.660003492,0.024
Qprt,M,3.339759728,0.015
Rab11fip1,M,-2.271682355,0.047
Rab32,M,-2.462289964,0.034
Ranbp3l,M,-2.548192662,0.029
Reln,M,2.342500246,0.046
Rgma,M,2.362870501,0.049
Rhbdl3,M,3.068145723,0.016
Rhob,M,2.562310192,0.032
Rhobtb1,M,-2.375943196,0.044
Rilp,M,2.547434659,0.031
Rnf103,M,2.702314243,0.025
Rrp8,M,2.791415098,0.023
Rsad2,M,-2.607981025,0.026
Rsph3a,M,2.704976567,0.026
Rspo3,M,-2.635429342,0.034
S100a4,M,2.710060612,0.024
S1pr4,M,2.482498002,0.036
Serpind1,M,-2.645547815,0.029
Sgcz,M,-2.919359539,0.015
Sh3rf3,M,-2.361904746,0.044
Shb,M,3.426549686,0.008
She,M,-3.359174647,0.015
Shpk,M,-2.541182254,0.031
Slc16a12,M,-2.4019901,0.048
Slc1a6,M,3.730516511,0.005
Slc22a3,M,-3.428177253,0.009
Slc22a6,M,-3.831106391,0.004
Slc23a4,M,2.561857304,0.037
Slc35a2,M,2.591586687,0.028
Slc35f4,M,2.625946449,0.031
Slc39a2,M,-2.598877964,0.03
Slc4a8,M,2.288262606,0.047
Slc9a8,M,3.037902566,0.015
Slfn3,M,-2.49025889,0.046
Slu7,M,-2.823200574,0.021
Smox,M,2.9874495,0.02
Smpd1,M,3.080910511,0.013
Snap29,M,-2.319957648,0.046
Snapc2,M,2.651396522,0.024
Snrpd1,M,-3.747610399,0.005
Soga1,M,2.366723592,0.04
Spaar,M,3.319231731,0.009
Spry4,M,-3.323993248,0.008
Sqor,M,-2.330899815,0.048
Srfbp1,M,-2.289635214,0.045
Srxn1,M,2.780143317,0.024
Stard8,M,-2.49940198,0.034
Stn1,M,2.354230855,0.04
Strada,M,2.694841647,0.025
Syt15,M,2.841005138,0.019
Tac2,M,2.290375845,0.048
Taf12,M,-3.018552781,0.016
Tafa5,M,2.730322201,0.035
Tbc1d22b,M,2.743089878,0.021
Tbx18,M,-2.503870602,0.041
Tcf7l1,M,2.575489926,0.041
Tdrd12,M,-2.283700189,0.048
Tek,M,-3.087738438,0.015
Tenm3,M,2.65996554,0.028
Tent5c,M,-2.392564932,0.04
Thsd4,M,-2.802060839,0.025
Timm50,M,2.967617825,0.014
Tmem100,M,-2.344538752,0.048
Tmem204,M,2.377485295,0.039
Tmem239,M,3.125067821,0.012
Tmprss7,M,2.867177641,0.019
Top1mt,M,2.28246665,0.047
Tprn,M,2.884189112,0.018
Trac,M,-2.618448319,0.029
Trrap,M,2.614563763,0.027
Tubgcp2,M,2.512035216,0.032
Txk,M,3.130415499,0.011
Ube2ql1,M,3.033202279,0.015
Ube2t,M,-3.541532918,0.015
Ubr4,M,2.816887424,0.022
Ubtd2,M,2.504743791,0.04
Ubxn11,M,2.558590878,0.038
